"","Treatment W","Time_Point W","Treatment_w_Time_Point W","Treatment q","Time_Point q","Treatment_w_Time_Point q","Treatment p","Time_Point p","Treatment_w_Time_Point p","Taxa"
"ASV10168",0.186483393318728,-0.374081736855746,0.0507635414572042,1,1,1,0.852065700647742,0.708343505809043,0.959513943103214," g__Elev-16S-1166"
"ASV1021",2.0374603565599,1.66265048999091,-1.89781070295728,1,1,1,0.0416039307725871,0.0963824181159359,0.0577210227958794," g__Plot4-2H12"
"ASV10320",-0.341986744715502,1.00330831438938,0.374838406669377,1,1,1,0.732360867690153,0.31571212575467,0.70778064890162," g__Candidatus_Solibacter"
"ASV1039",1.96144322817459,1.79894517337504,0.104937122786793,1,1,1,0.0498273414803348,0.0720273538734005,0.916425701848482," o__Defluviicoccales"
"ASV10424",-1.52548427808783,-0.850905106830002,0.71918216198586,1,1,1,0.127138352019503,0.394822067797049,0.47202868871302," g__Subgroup_13"
"ASV10436",-1.58332421170428,1.66740388643679,0.171511642965754,1,1,1,0.113347587190779,0.0954341216037679,0.863821476324806," g__Subgroup_12"
"ASV1061",-4.64467576196858,-1.28798950980952,0.721998840284287,0.000865151853943213,1,1,3.40610966119375e-06,0.19774961484995,0.470295190534166," g__AT-s3-44"
"ASV10877",0.651005495896425,-0.27707715066551,-0.586154852608632,1,1,1,0.515042939156181,0.781720866342164,0.557771457821722," g__Subgroup_2"
"ASV1101",0.433872728381549,1.3977234619407,-0.651889296456825,1,1,1,0.664380864600511,0.162196125954376,0.514472590300911," o__Rhodospirillales"
"ASV11021",-0.430924303964041,0.605658107992543,0.767045751164238,1,1,1,0.666523411039464,0.544741807502673,0.443054314251686," g__Candidatus_Koribacter"
"ASV11157",1.36716492908824,-0.172110416573807,-0.95823716996312,1,1,1,0.17157361537107,0.863350723722873,0.337943178025689," o__Acidobacteriales"
"ASV11362",3.22432860993134,1.42300856428035,-2.53139858183159,0.310620299231653,1,1,0.0012626841432181,0.154733672570665,0.0113608666670535," g__Subgroup_15"
"ASV11366",-0.585650754498682,-0.209966564579998,-0.495710602243361,1,1,1,0.55811023361253,0.833693768928884,0.620098605750878," p__Acidobacteriota"
"ASV11374",0.678034195222824,-0.0793258069185092,-0.512388851402479,1,1,1,0.497750012114092,0.936773480023592,0.6083788919601," c__Acidobacteriae"
"ASV11426",1.0287521013221,1.1588520894374,-1.11677155414764,1,1,1,0.303596180050674,0.246516480796891,0.264092014381323," g__Edaphobacter"
"ASV11477",1.30602007889389,-0.634652841546936,0.470647788719648,1,1,1,0.191545729469736,0.525654856731771,0.637892274972411," g__Granulicella"
"ASV11590",2.07069091359907,0.323079359052857,-0.515923611020818,1,1,1,0.038387689914462,0.746635141822554,0.605907762676744," g__Acidipila"
"ASV11666",1.89940670553905,1.5837004755799,-1.09502258124085,1,1,1,0.0575110225264863,0.113261896544122,0.273506743720622," g__Acidicapsa"
"ASV11668",-0.298875130856244,0.296396917536023,-0.379929235374114,1,1,1,0.765035323002722,0.76692697908199,0.703997944988744," f__Acidobacteriaceae_(Subgroup_1)"
"ASV11683",1.25167835899185,2.36346888371305,-1.30192901641122,1,1,1,0.210687088829681,0.0181047469638086,0.192940652219635," g__Occallatibacter"
"ASV11769",-2.48087877665036,-1.69902315506299,3.06996815241252,1,1,0.535203994571618,0.0131058935830815,0.0893148208673797,0.00214081597828647," g__Subgroup_17"
"ASV11919",-1.3339754049718,1.76088836153098,0.915534592370437,1,1,1,0.182211917157911,0.078257300168794,0.35991105091918," o__Vicinamibacterales"
"ASV11949",-1.64955115346566,1.16604595639924,0.611156175194437,1,1,1,0.0990347725808781,0.243595865268188,0.541096193354975," g__Subgroup_5"
"ASV11982",-1.10518817877491,-0.348211669829945,1.00391505395832,1,1,1,0.269078058022818,0.727681224310439,0.315419559809762," g__SJA-28"
"ASV12036",-0.894095257272751,-0.889287250406035,0.444250894160003,1,1,1,0.371270926651574,0.373848721772703,0.656861199950805," g__Kapabacteriales"
"ASV12045",-1.48682700886245,-1.18901106974846,1.42763391733657,1,1,1,0.137060506140978,0.234435310915817,0.153397255838615," f__Gemmatimonadaceae"
"ASV12059",-0.00714941227282515,-0.0189477993027854,-0.225243616370521,1,1,1,0.994295642924249,0.984882748044223,0.821789760155206," g__Roseisolibacter"
"ASV12098",-2.12764118793765,-0.323198880656341,1.62094792488549,1,1,1,0.0333668445313098,0.746544628564415,0.105028807423835," g__Gemmatimonas"
"ASV12143",-3.95581456119752,-1.86240482764863,2.87414219921754,0.0191448521203861,1,1,7.62743112365978e-05,0.0625460491832905,0.00405126515004631," f__Microscillaceae"
"ASV12251",0.373576527215554,-1.8053856582448,1.07706573705201,1,1,1,0.708719400114158,0.0710143538312022,0.281450898696151," g__env.OPS_17"
"ASV12297",1.46111536022264,-0.641212439773904,-0.686262532236532,1,1,1,0.143983785563265,0.521384668484403,0.492547571448396," g__KD3-93"
"ASV12325",0.790248501282721,1.25059058848437,-0.613309823504961,1,1,1,0.429382655945631,0.211083886067432,0.539671499151762," g__CWT_CU03-E12"
"ASV12378",1.33251519748805,0.0286819350122326,-0.722913470998254,1,1,1,0.182690950889877,0.977118264212403,0.469733046798392," g__S15-21"
"ASV124",-0.495129837687304,-0.368367577373637,0.548884099024795,1,1,1,0.620508473061689,0.712599169868458,0.583084991105473," g__Candidatus_Nitrosotalea"
"ASV12419",1.40565062084087,1.29548316316232,-1.08108969165065,1,1,1,0.159827896544736,0.195153605831386,0.279657218380125," g__37-13"
